OriginalTitle,OriginalArtist,OriginalDeezerId,OriginalRank,AlternativeTitle,AlternativeArtist,AlternativeAlbum,AlternativeDeezerId,AlternativeRank,AlternativeDurationSec,AlternativeExplicit,DeezerTrackUrl,AlternativePreviewUrl,ConfidenceNote
"(thematic candidate)","","","","Party Up","DMX","...And Then There Was X","553801682","699661","271","true","https://www.deezer.com/us/track/553801682","https://cdnt-preview.dzcdn.net/api/1/1/e/a/1/0/ea1e55bb25b1369051c7b506ee084347.mp3?hdnea=exp=1781737748~acl=/api/1/1/e/a/1/0/ea1e55bb25b1369051c7b506ee084347.mp3*~data=user_id=0,application_id=42~hmac=d1066442c03223077ee2924d4045e4f16c7a655eb49901c315e68c2cd15a4f9b","On 1 list: 2000s Rap"
"(thematic candidate)","","","","Family Portrait","P!nk","Greatest Hits...So Far!!!","7512054","697222","296","true","https://www.deezer.com/us/track/7512054","https://cdnt-preview.dzcdn.net/api/1/1/7/6/c/0/76caf45c0570406b899bc192084fa2a6.mp3?hdnea=exp=1781737740~acl=/api/1/1/7/6/c/0/76caf45c0570406b899bc192084fa2a6.mp3*~data=user_id=0,application_id=42~hmac=2ca113ed925ecce19c88514fb651910812afae6502319f62fe950d15d5f6f6d5","On 1 list: 00s Hits"
"(thematic candidate)","","","","X","Xzibit","Restless","532268","695598","256","true","https://www.deezer.com/us/track/532268","https://cdnt-preview.dzcdn.net/api/1/1/b/8/8/0/b888542189619903985dc16d21fe3897.mp3?hdnea=exp=1781737743~acl=/api/1/1/b/8/8/0/b888542189619903985dc16d21fe3897.mp3*~data=user_id=0,application_id=42~hmac=8c0f486667c72f5975b13f87c17074275ed0c5beeeb366f16e8584e454cb7731","On 1 list: 00s Hits"
"(thematic candidate)","","","","Apologize","Timbaland","Apologize","646330622","695577","184","false","https://www.deezer.com/us/track/646330622","https://cdnt-preview.dzcdn.net/api/1/1/7/5/d/0/75d37828b080ad8eeaa3662159683ae9.mp3?hdnea=exp=1781737740~acl=/api/1/1/7/5/d/0/75d37828b080ad8eeaa3662159683ae9.mp3*~data=user_id=0,application_id=42~hmac=6cad572b3be268bd5e2f693faa0ca518bf1808def675c7e1a33d9cd0ab825bee","On 1 list: 00s Hits"
"(thematic candidate)","","","","I Write Sins Not Tragedies","Panic! At The Disco","A Fever You Can't Sweat Out","5094040","693831","187","true","https://www.deezer.com/us/track/5094040","https://cdnt-preview.dzcdn.net/api/1/1/4/1/6/0/4161d7491bd211c082d572e24b943b6b.mp3?hdnea=exp=1781737742~acl=/api/1/1/4/1/6/0/4161d7491bd211c082d572e24b943b6b.mp3*~data=user_id=0,application_id=42~hmac=69173afafe6c4ef84e5cf4d079434cecd518bd7263a78ea4af8ba48138979e8f","On 1 list: 00s Hits"
"(thematic candidate)","","","","Satisfaction (Isak Original Extended)","Benny Benassi","Hypnotica (Benny Benassi Presents The Biz)","13839055","692398","286","false","https://www.deezer.com/us/track/13839055","https://cdnt-preview.dzcdn.net/api/1/1/f/1/8/0/f188ceaea66f507346054ced21c3dab8.mp3?hdnea=exp=1781737743~acl=/api/1/1/f/1/8/0/f188ceaea66f507346054ced21c3dab8.mp3*~data=user_id=0,application_id=42~hmac=8091c0f7925bf5258757d000827e72c71e49045fd1de4072f170fc409230756d","On 1 list: 00s Hits"
"(thematic candidate)","","","","Someday","Nickelback","The Long Road","795239","692094","207","false","https://www.deezer.com/us/track/795239","https://cdnt-preview.dzcdn.net/api/1/1/d/1/0/0/d10748ea1bd5d7c3c09442c3df87460f.mp3?hdnea=exp=1781737747~acl=/api/1/1/d/1/0/0/d10748ea1bd5d7c3c09442c3df87460f.mp3*~data=user_id=0,application_id=42~hmac=5e50921e8aa7bb20691dcb8ef4a53f680d00503d565d9e71361d19fee1ca610f","On 1 list: 2000s Rock"
"(thematic candidate)","","","","Area Codes","Ludacris","Word Of Mouf","2534219","691447","303","true","https://www.deezer.com/us/track/2534219","https://cdnt-preview.dzcdn.net/api/1/1/8/8/d/0/88d8048799a4a5d4bccee10204674d46.mp3?hdnea=exp=1781737748~acl=/api/1/1/8/8/d/0/88d8048799a4a5d4bccee10204674d46.mp3*~data=user_id=0,application_id=42~hmac=105e1fb977e23536a230d6afa4797150b6e8411537720fa9b16b461416b554af","On 1 list: 2000s Rap"
"(thematic candidate)","","","","The Anthem","Good Charlotte","Greatest Hits","7675611","691322","175","false","https://www.deezer.com/us/track/7675611","https://cdnt-preview.dzcdn.net/api/1/1/c/d/0/0/cd0ba32b6f05ab72159396325ff1ed67.mp3?hdnea=exp=1781737745~acl=/api/1/1/c/d/0/0/cd0ba32b6f05ab72159396325ff1ed67.mp3*~data=user_id=0,application_id=42~hmac=072caed51ccdc231c6f23f6e040c056837c07d7c5202bf0c7b309e70a376f77f","On 1 list: 00s Hits"
"(thematic candidate)","","","","After Hours","Kehlani","After Hours","2732617791","691177","202","false","https://www.deezer.com/us/track/2732617791","https://cdnt-preview.dzcdn.net/api/1/1/f/e/3/0/fe30aa7c69d810fd3ac14e48250bee25.mp3?hdnea=exp=1781737747~acl=/api/1/1/f/e/3/0/fe30aa7c69d810fd3ac14e48250bee25.mp3*~data=user_id=0,application_id=42~hmac=9bd83e6fd14e7807a36cf6a24381b2b91e47c70b012f5066f87c28210c8521f9","On 1 list: 2000s R&B"
