pack,tier,artist,title,from_movie_show,explicit,plays_in_game,deezer_id,verdict_keep_or_cut,notes
"2010's Mega Hits","Free","Edward Maya","Stereo Love (Original)","","","yes","72575955","",""
"2010's Mega Hits","Free","Edward Maya","Stereo Love (Radio Edit)","","","yes","129287494","",""
"2010's Mega Hits","Free","Ella Mai","Boo'd Up","","","yes","142915972","",""
"2010's Mega Hits","Free","Ella Mai","Trip","","","yes","564946592","",""
"2010's Mega Hits","Free","Elle King","Ex's & Oh's","","","yes","94753848","",""
"2010's Mega Hits","Free","Ellie Goulding","Burn","","","yes","68884718","",""
"2010's Mega Hits","Free","Ellie Goulding","Lights (Single Version)","","","yes","7667349","",""
"2010's Mega Hits","Free","Ellie Goulding","Love Me Like You Do (From ""Fifty Shades Of Grey"")","","","yes","112475322","",""
"2010's Mega Hits","Free","Eminem","Love The Way You Lie","","YES","no - explicit","6461440","",""
"2010's Mega Hits","Free","Eminem","Not Afraid","","YES","no - explicit","6461432","",""
"2010's Mega Hits","Free","Eminem","The Monster","","YES","no - explicit","72059773","",""
"2010's Mega Hits","Free","Enrique Iglesias","Bailando (Spanish Version)","","","yes","83876607","",""
"2010's Mega Hits","Free","Enrique Iglesias","I Like It","","","yes","10202477","",""
"2010's Mega Hits","Free","Enrique Iglesias","Tonight (I'm Fuckin' You)","","YES","no - explicit","10202476","",""
"2010's Mega Hits","Free","Fall Out Boy","Centuries","","","yes","92872156","",""
"2010's Mega Hits","Free","Fall Out Boy","My Songs Know What You Did In The Dark (Light Em Up)","","","yes","66404564","",""
"2010's Mega Hits","Free","Far East Movement","Like A G6","","","yes","7180013","",""
"2010's Mega Hits","Free","Faul & Wad Ad","Changes (Radio Mix)","","","yes","809619762","",""
"2010's Mega Hits","Free","felix jaehn","Ain't Nobody (Loves Me Better)","","","yes","95978792","",""
"2010's Mega Hits","Free","Fetty Wap","679 (feat. Remy Boyz)","","YES","no - explicit","103014252","",""
"2010's Mega Hits","Free","Fetty Wap","Trap Queen","","YES","no - explicit","91934728","",""
"2010's Mega Hits","Free","Fifth Harmony","Work from Home","","","yes","119962200","",""
"2010's Mega Hits","Free","Fifth Harmony","Worth It (feat. Kid Ink)","","","yes","94195484","",""
"2010's Mega Hits","Free","FISHER","Losing It","","","yes","581354222","",""
"2010's Mega Hits","Free","Flo Rida","Club Can't Handle Me (feat. David Guetta)","","","yes","7663136","",""
"2010's Mega Hits","Free","Flo Rida","GDFR (feat. Sage the Gemini & Lookas)","","","yes","86922279","",""
"2010's Mega Hits","Free","Flo Rida","Good Feeling","","","yes","13671892","",""
"2010's Mega Hits","Free","Flo Rida","I Cry","","","yes","38290631","",""
"2010's Mega Hits","Free","Flo Rida","My House","","","yes","97786984","",""
"2010's Mega Hits","Free","Flo Rida","Whistle","","","yes","18232117","",""
"2010's Mega Hits","Free","Flo Rida","Wild Ones (feat. Sia)","","","yes","15269141","",""
"2010's Mega Hits","Free","Florida Georgia Line","Cruise (Remix)","","","yes","67755614","",""
"2010's Mega Hits","Free","Florida Georgia Line","This Is How We Roll","","","yes","72517596","",""
"2010's Mega Hits","Free","Foster The People","Pumped Up Kicks","","","yes","12343171","",""
"2010's Mega Hits","Free","French Montana","Unforgettable (feat. Swae Lee)","","YES","no - explicit","382428781","",""
"2010's Mega Hits","Free","fun.","Some Nights","","YES","no - explicit","16501727","",""
"2010's Mega Hits","Free","fun.","We Are Young (feat. Janelle Monáe)","","","yes","16501728","",""
"2010's Mega Hits","Free","Future","Low Life (feat. The Weeknd)","","YES","no - explicit","122703266","",""
"2010's Mega Hits","Free","Future","Mask Off","","YES","no - explicit","142337683","",""
"2010's Mega Hits","Free","G-Eazy","Me, Myself & I","","YES","no - explicit","114395812","",""
"2010's Mega Hits","Free","G-Eazy","No Limit (feat. A$AP Rocky & Cardi B)","","YES","no - explicit","439864552","",""
"2010's Mega Hits","Free","Galantis","No Money","","","yes","121107876","",""
"2010's Mega Hits","Free","Galantis","Runaway (U & I)","","","yes","86453925","",""
"2010's Mega Hits","Free","Gavin DeGraw","Not Over You","","","yes","12000806","",""
"2010's Mega Hits","Free","gnash","i hate u, i love u (feat. olivia o'brien)","","YES","no - explicit","121258078","",""
"2010's Mega Hits","Free","Gotye","Somebody That I Used To Know","","","yes","14993990","",""
"2010's Mega Hits","Free","Gucci Mane","I Get the Bag (feat. Migos)","","YES","no - explicit","1525905402","",""
"2010's Mega Hits","Free","Gucci Mane","Wake Up in the Sky","","YES","no - explicit","553901882","",""
"2010's Mega Hits","Free","Gym Class Heroes","Stereo Hearts (feat. Adam Levine)","","","yes","13975779","",""
"2010's Mega Hits","Free","Hailee Steinfeld","Starving","","","yes","435821842","",""
"2010's Mega Hits","Free","Halsey","Bad At Love","","","yes","366441491","",""
"2010's Mega Hits","Free","Halsey","Without Me","","YES","no - explicit","561756292","",""
"2010's Mega Hits","Free","Hot Chelle Rae","Tonight Tonight","","","yes","12785828","",""
"2010's Mega Hits","Free","Hozier","Take Me to Church","","","yes","72690686","",""
"2010's Mega Hits","Free","Hunter Hayes","Wanted","","","yes","67780033","",""
"2010's Mega Hits","Free","Icona Pop","I Love It (feat. Charli XCX)","","YES","no - explicit","61287079","",""
"2010's Mega Hits","Free","Icona Pop","I Love It (feat. Charli XCX) (Original Version)","","YES","no - explicit","54420921","",""
"2010's Mega Hits","Free","Idina Menzel","Let It Go (English Version)","","","yes","76849955","",""
"2010's Mega Hits","Free","Iggy Azalea","Black Widow","","YES","no - explicit","77349251","",""
"2010's Mega Hits","Free","Iggy Azalea","Fancy","","YES","no - explicit","77349246","",""
"2010's Mega Hits","Free","Imagine Dragons","Believer","","","yes","435821682","",""
"2010's Mega Hits","Free","Imagine Dragons","Demons","","","yes","63510361","",""
"2010's Mega Hits","Free","Imagine Dragons","It's Time","","","yes","63510360","",""
"2010's Mega Hits","Free","Imagine Dragons","Natural","","","yes","527022462","",""
"2010's Mega Hits","Free","Imagine Dragons","Radioactive","","","yes","63510358","",""
"2010's Mega Hits","Free","Imagine Dragons","Thunder","","","yes","435821802","",""
"2010's Mega Hits","Free","Imagine Dragons","Whatever It Takes","","","yes","528330431","",""
"2010's Mega Hits","Free","Imany","Don't Be so Shy (Filatov & Karas Remix)","","","yes","117678828","",""
"2010's Mega Hits","Free","Inna","Hot (Play & Win Radio Version)","","","yes","81661454","",""
"2010's Mega Hits","Free","J. Balvin","Mi Gente","","","yes","412519402","",""
"2010's Mega Hits","Free","J. Cole","MIDDLE CHILD","","YES","no - explicit","622457832","",""
"2010's Mega Hits","Free","J. Cole","Power Trip (feat. Miguel)","","YES","no - explicit","68046778","",""
"2010's Mega Hits","Free","J. Cole","Work Out","","YES","no - explicit","567564852","",""
"2010's Mega Hits","Free","Jack Ü","Where Are Ü Now (with Justin Bieber)","","","yes","95963378","",""
"2010's Mega Hits","Free","James Arthur","Say You Won't Let Go","","","yes","131742260","",""
"2010's Mega Hits","Free","James Bay","Let It Go","","","yes","96449044","",""
"2010's Mega Hits","Free","Jason Aldean","Dirt Road Anthem","","","yes","369037361","",""
"2010's Mega Hits","Free","Jason Aldean","Don't You Wanna Stay (feat. Kelly Clarkson)","","","yes","14846514","",""
"2010's Mega Hits","Free","Jason Derulo","Talk Dirty (feat. 2 Chainz)","","YES","no - explicit","70506861","",""
"2010's Mega Hits","Free","Jason Derulo","Trumpets","","","yes","129314016","",""
"2010's Mega Hits","Free","Jason Derulo","Want to Want Me","","","yes","100598482","",""
"2010's Mega Hits","Free","Jason Derülo","In My Head","","","yes","5420473","",""
"2010's Mega Hits","Free","Jason Derülo","Ridin' Solo","","","yes","5420472","",""
"2010's Mega Hits","Free","Jason Mraz","I Won't Give Up","","","yes","17827563","",""
"2010's Mega Hits","Free","Jax Jones","You Don't Know Me","","YES","no - explicit","137728875","",""
"2010's Mega Hits","Free","JAŸ-Z","Holy Grail","","","yes","68861111","",""
"2010's Mega Hits","Free","JAŸ-Z","Ni**as In Paris","","YES","no - explicit","13430743","",""
"2010's Mega Hits","Free","Jennifer Lopez","Dance Again","","","yes","42187471","",""
"2010's Mega Hits","Free","Jennifer Lopez","On The Floor","","","yes","10496671","",""
"2010's Mega Hits","Free","Jennifer Lopez","On The Floor (Radio Edit)","","","yes","8930372","",""
"2010's Mega Hits","Free","Jeremih","Don't Tell 'Em","","","yes","79319969","",""
"2010's Mega Hits","Free","Jeremih","Down On Me","","","yes","7145708","",""
"2010's Mega Hits","Free","Jeremih","oui","","","yes","114477736","",""
"2010's Mega Hits","Free","Jess Glynne","Hold My Hand","","","yes","95973024","",""
"2010's Mega Hits","Free","Jessie J","Bang Bang","","","yes","86835391","",""
"2010's Mega Hits","Free","Jessie J","Domino","","","yes","134548745","",""
"2010's Mega Hits","Free","John Legend","All of Me","","","yes","70079770","",""
"2010's Mega Hits","Free","John Newman","Love Me Again","","","yes","67446406","",""
"2010's Mega Hits","Free","Jonas Blue","Fast Car","","","yes","114396428","",""
"2010's Mega Hits","Free","Jonas Blue","Perfect Strangers","","","yes","125972317","",""
"2010's Mega Hits","Free","Jonas Brothers","Sucker","","","yes","641342052","",""
"2010's Mega Hits","Free","Jubël","Dancing in the Moonlight","","","yes","502426662","",""
"2010's Mega Hits","Free","Juice WRLD","Lucid Dreams","","","yes","503122802","",""
"2010's Mega Hits","Free","Julia Michaels","Issues","","","yes","139874527","",""
"2010's Mega Hits","Free","Justin Bieber","As Long As You Love Me","","","yes","37027921","",""
"2010's Mega Hits","Free","Justin Bieber","Baby","","","yes","5271168","",""
"2010's Mega Hits","Free","Justin Bieber","Beauty And A Beat","","","yes","37027991","",""
"2010's Mega Hits","Free","Justin Bieber","Love Yourself","","","yes","112662368","",""
"2010's Mega Hits","Free","Justin Bieber","Sorry","","","yes","112662270","",""
"2010's Mega Hits","Free","Justin Bieber","What Do You Mean?","","","yes","112662364","",""
"2010's Mega Hits","Free","Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","","","yes","124237488","",""
"2010's Mega Hits","Free","Justin Timberlake","Mirrors (Radio Edit)","","","yes","65372358","",""
"2010's Mega Hits","Free","Justin Timberlake","Not a Bad Thing","","YES","no - explicit","71035330","",""
"2010's Mega Hits","Free","Justin Timberlake","Suit & Tie (feat. Jay-Z)","","YES","no - explicit","63456965","",""
"2010's Mega Hits","Free","Kanye West","All Of The Lights","","YES","no - explicit","7667061","",""
"2010's Mega Hits","Free","Kanye West","Clique","","YES","no - explicit","60742275","",""
"2010's Mega Hits","Free","Kanye West","Mercy","","YES","no - explicit","17919329","",""
"2010's Mega Hits","Free","Katy Perry","California Gurls","","","yes","17135110","",""
"2010's Mega Hits","Free","Katy Perry","Dark Horse","","","yes","71645436","",""
"2010's Mega Hits","Free","Katy Perry","E.T.","","","yes","17135124","",""
"2010's Mega Hits","Free","Katy Perry","Firework","","","yes","17135111","",""
"2010's Mega Hits","Free","Katy Perry","Last Friday Night (T.G.I.F.)","","","yes","6812359","",""
"2010's Mega Hits","Free","Katy Perry","Part Of Me","","","yes","17135121","",""
"2010's Mega Hits","Free","Katy Perry","Roar","","","yes","71645431","",""
"2010's Mega Hits","Free","Katy Perry","Teenage Dream","","","yes","17135108","",""
"2010's Mega Hits","Free","Katy Perry","The One That Got Away","","","yes","17135114","",""
"2010's Mega Hits","Free","Katy Perry","Wide Awake","","","yes","17135122","",""
"2010's Mega Hits","Free","Ke$ha","Blow","","","yes","630085502","",""
"2010's Mega Hits","Free","Ke$ha","Die Young","","","yes","60847163","",""
"2010's Mega Hits","Free","Ke$ha","TiK ToK","","","yes","7625145","",""
"2010's Mega Hits","Free","Ke$ha","We R Who We R","","","yes","630085482","",""
"2010's Mega Hits","Free","Ke$ha","Your Love Is My Drug","","","yes","15595928","",""
"2010's Mega Hits","Free","Kelly Clarkson","Mr. Know It All","","","yes","62119001","",""
"2010's Mega Hits","Free","Kelly Clarkson","Stronger (What Doesn't Kill You)","","","yes","14241633","",""
"2010's Mega Hits","Free","Kelly Rowland","Motivation","","","yes","12818629","",""
"2010's Mega Hits","Free","Kendrick Lamar","HUMBLE.","","YES","no - explicit","350171311","",""
"2010's Mega Hits","Free","Kendrick Lamar","LOVE.","","","yes","350171331","",""
"2010's Mega Hits","Free","Khalid","Better","","","yes","613579612","",""
"2010's Mega Hits","Free","Khalid","Location","","","yes","143172408","",""
"2010's Mega Hits","Free","Khalid","Love Lies","","YES","no - explicit","460570702","",""
"2010's Mega Hits","Free","Khalid","Talk (feat. Disclosure)","","","yes","626612382","",""
"2010's Mega Hits","Free","Khalid","Young Dumb & Broke","","","yes","143172406","",""
"2010's Mega Hits","Free","Kid Ink","Show Me","","YES","no - explicit","70493847","",""
"2010's Mega Hits","Free","Kiesza","Hideaway","","","yes","76535457","",""
"2010's Mega Hits","Free","Kiiara","Gold","","","yes","110230842","",""
"2010's Mega Hits","Free","Kodak Black","ZEZE (feat. Travis Scott & Offset)","","","yes","566492952","",""
"2010's Mega Hits","Free","Kris Allen","Live Like We're Dying","","","yes","4274229","",""
"2010's Mega Hits","Free","Kungs","This Girl (Kungs Vs. Cookin' On 3 Burners) (Kungs Vs. Cookin' On 3 Burners)","","","yes","135373112","",""
"2010's Mega Hits","Free","Kygo","Higher Love","","","yes","701281342","",""
"2010's Mega Hits","Free","Kygo","It Ain't Me","","","yes","142328215","",""
"2010's Mega Hits","Free","Kyle","iSpy (feat. Lil Yachty)","","YES","no - explicit","141921707","",""
"2010's Mega Hits","Free","La Roux","Bulletproof","","","yes","17608005","",""
"2010's Mega Hits","Free","Lady A","Just A Kiss","","","yes","842130852","",""
"2010's Mega Hits","Free","Lady A","Need You Now","","","yes","5152324","",""
"2010's Mega Hits","Free","Lady Gaga","Alejandro","","","yes","4709938","",""
"2010's Mega Hits","Free","Lady Gaga","Applause","","","yes","629561092","",""
"2010's Mega Hits","Free","Lady Gaga","Bad Romance","","YES","no - explicit","4834217","",""
"2010's Mega Hits","Free","Lady Gaga","Born This Way","","","yes","11747931","",""
"2010's Mega Hits","Free","Lady Gaga","Shallow","","","yes","561855992","",""
"2010's Mega Hits","Free","Lady Gaga","Telephone","","","yes","4709944","",""
"2010's Mega Hits","Free","Lady Gaga","The Edge Of Glory","","","yes","11282846","",""
"2010's Mega Hits","Free","Lana Del Rey","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) (Cedric Gervais Remix)","","","yes","69419038","",""
"2010's Mega Hits","Free","Lauren Daigle","You Say","","","yes","613420952","",""
"2010's Mega Hits","Free","Lauv","I Like Me Better","","","yes","358972401","",""
"2010's Mega Hits","Free","Lewis Capaldi","Someone You Loved","","","yes","582143242","",""
"2010's Mega Hits","Free","Liam Payne","Strip That Down","","","yes","363834871","",""
"2010's Mega Hits","Free","Lil Baby","Drip Too Hard","","YES","no - explicit","553153382","",""
"2010's Mega Hits","Free","Lil Baby","Yes Indeed","","YES","no - explicit","500099532","",""
"2010's Mega Hits","Free","Lil Nas X","Old Town Road (feat. Billy Ray Cyrus) (Remix)","","","yes","660051472","",""
"2010's Mega Hits","Free","Lil Nas X","Panini","","","yes","699056202","",""
"2010's Mega Hits","Free","Lil Pump","Gucci Gang","","YES","no - explicit","399023232","",""
"2010's Mega Hits","Free","Lil Tecca","Ransom","","YES","no - explicit","690610892","",""
"2010's Mega Hits","Free","Lil Uzi Vert","XO Tour Llif3","","YES","no - explicit","658710612","",""
"2010's Mega Hits","Free","Lil Wayne","6 Foot 7 Foot","","YES","no - explicit","13623340","",""
"2010's Mega Hits","Free","Lil Wayne","How To Love","","","yes","13623348","",""
"2010's Mega Hits","Free","Lil Wayne","Love Me","","YES","no - explicit","436318572","",""
"2010's Mega Hits","Free","Lil Wayne","Right Above It","","YES","no - explicit","7442932","",""
"2010's Mega Hits","Free","Lil Wayne","She Will","","YES","no - explicit","13492461","",""
"2010's Mega Hits","Free","Lilly Wood and the Prick","Prayer in C (Robin Schulz Remix) [Radio Edit]","","","yes","79223833","",""
"2010's Mega Hits","Free","Lizzo","Truth Hurts","","YES","no - explicit","674416352","",""
"2010's Mega Hits","Free","LMFAO","Party Rock Anthem","","","yes","12565420","",""
"2010's Mega Hits","Free","LMFAO","Sexy And I Know It","","","yes","12565421","",""
"2010's Mega Hits","Free","Logic","1-800-273-8255","","YES","no - explicit","357859971","",""
"2010's Mega Hits","Free","Lorde","Royals","","","yes","69390867","",""
"2010's Mega Hits","Free","Lorde","Team","","","yes","70403440","",""
"2010's Mega Hits","Free","Loreen","Euphoria","","","yes","67466760","",""
"2010's Mega Hits","Free","Lost Frequencies","Are You With Me (Radio Edit)","","","yes","89458301","",""
"2010's Mega Hits","Free","Lost Frequencies","Reality","","","yes","101660347","",""
"2010's Mega Hits","Free","Loud Luxury","Body","","","yes","419532362","",""
"2010's Mega Hits","Free","Ludacris","How Low","","YES","no - explicit","5471348","",""
"2010's Mega Hits","Free","Luis Fonsi","Despacito (Remix)","","","yes","623698182","",""
"2010's Mega Hits","Free","Lukas Graham","7 Years","","","yes","121239412","",""
"2010's Mega Hits","Free","Lupe Fiasco","The Show Goes On","","YES","no - explicit","8175115","",""
"2010's Mega Hits","Free","Lykke Li","I Follow Rivers (The Magician Remix)","","","yes","14235829","",""
"2010's Mega Hits","Free","Mabel","Don't Call Me Up","","","yes","616963582","",""
"2010's Mega Hits","Free","Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)","","","yes","72089317","",""
"2010's Mega Hits","Free","Macklemore & Ryan Lewis","Same Love (feat. Mary Lambert)","","","yes","74024718","",""
"2010's Mega Hits","Free","Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","","YES","no - explicit","61424045","",""
"2010's Mega Hits","Free","Maggie Lindemann","Pretty Girl (Cheat Codes X CADE Remix)","","YES","no - explicit","143172578","",""
"2010's Mega Hits","Free","MAGIC!","Rude","","","yes","71512092","",""
"2010's Mega Hits","Free","Major Lazer","Cold Water (feat. Justin Bieber & MØ)","","","yes","129011934","",""
"2010's Mega Hits","Free","Major Lazer","Lean On (feat. MØ & DJ Snake)","","","yes","113366532","",""
"2010's Mega Hits","Free","Major Lazer","Light It Up (feat. Nyla & Fuse ODG) (Remix)","","","yes","110994030","",""
"2010's Mega Hits","Free","Mariah Carey","All I Want for Christmas Is You","","","yes","62710442","",""
"2010's Mega Hits","Free","Mark Ronson","Uptown Funk (feat. Bruno Mars)","","","yes","92734438","",""
"2010's Mega Hits","Free","Maroon 5","Animals","","","yes","83124206","",""
"2010's Mega Hits","Free","Maroon 5","Daylight","","","yes","44231001","",""
"2010's Mega Hits","Free","Maroon 5","Don't Wanna Know","","","yes","422214842","",""
"2010's Mega Hits","Free","Maroon 5","Girls Like You (Cardi B Version)","","YES","no - explicit","498130042","",""
"2010's Mega Hits","Free","Maroon 5","Love Somebody","","","yes","44231031","",""
"2010's Mega Hits","Free","Maroon 5","Maps","","","yes","100004582","",""
"2010's Mega Hits","Free","Maroon 5","Moves Like Jagger (Studio Recording From The Voice Performance)","","","yes","12601820","",""
"2010's Mega Hits","Free","Maroon 5","One More Night","","","yes","44230981","",""
"2010's Mega Hits","Free","Maroon 5","Payphone","","YES","no - explicit","38934641","",""
"2010's Mega Hits","Free","Maroon 5","Sugar","","YES","no - explicit","100004590","",""
"2010's Mega Hits","Free","Marshmello","FRIENDS","","YES","no - explicit","456379902","",""
"2010's Mega Hits","Free","Marshmello","Happier","","","yes","540512132","",""
"2010's Mega Hits","Free","Martin Garrix","Animals (Radio Edit)","","","yes","138228039","",""
"2010's Mega Hits","Free","Martin Garrix","High On Life (feat. Bonn)","","","yes","532182272","",""
"2010's Mega Hits","Free","Martin Garrix","In the Name of Love","","","yes","129313094","",""
"2010's Mega Hits","Free","MEDUZA","Lose Control","","","yes","769757652","",""
"2010's Mega Hits","Free","MEDUZA","Piece Of Your Heart","","","yes","623723282","",""
"2010's Mega Hits","Free","Meek Mill","Going Bad (feat. Drake)","","YES","no - explicit","596680492","",""
"2010's Mega Hits","Free","Meghan Trainor","All About That Bass","","YES","no - explicit","79975768","",""
"2010's Mega Hits","Free","Meghan Trainor","Like I'm Gonna Lose You (feat. John Legend)","","","yes","92739396","",""
"2010's Mega Hits","Free","Meghan Trainor","Lips Are Movin","","","yes","88252935","",""
"2010's Mega Hits","Free","Michael Bublé","Haven't Met You Yet","","","yes","4311272","",""
"2010's Mega Hits","Free","Migos","Bad and Boujee (feat. Lil Uzi Vert)","","YES","no - explicit","136297488","",""
"2010's Mega Hits","Free","Migos","MotorSport","","YES","no - explicit","438870902","",""
"2010's Mega Hits","Free","Miguel","Adorn","","","yes","51867991","",""
"2010's Mega Hits","Free","Mike Posner","Cooler Than Me (Single Mix)","","","yes","6720668","",""
"2010's Mega Hits","Free","Mike Posner","I Took A Pill In Ibiza (Seeb Remix)","","YES","no - explicit","124550860","",""
"2010's Mega Hits","Free","Mike WiLL Made-It","23","","YES","no - explicit","70509386","",""
"2010's Mega Hits","Free","Miley Cyrus","We Can't Stop","","","yes","71137161","",""
"2010's Mega Hits","Free","Miley Cyrus","Wrecking Ball","","","yes","70100098","",""
"2010's Mega Hits","Free","Milky Chance","Stolen Dance","","","yes","66937868","",""
"2010's Mega Hits","Free","Mr. Probz","Waves","","","yes","73949552","",""
"2010's Mega Hits","Free","Mumford & Sons","I Will Wait","","","yes","60742349","",""
"2010's Mega Hits","Free","Natalie La Rose","Somebody","","","yes","92829314","",""
"2010's Mega Hits","Free","Naughty Boy","La La La","","","yes","67041323","",""
"2010's Mega Hits","Free","Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)","","","yes","61793545","",""
"2010's Mega Hits","Free","Ne-Yo","Time of Our Lives","","YES","no - explicit","89597767","",""
"2010's Mega Hits","Free","NEIKED","Sexual","","","yes","130853370","",""
"2010's Mega Hits","Free","Nelly","Just A Dream","","","yes","7562926","",""
"2010's Mega Hits","Free","Neon Trees","Animal","","","yes","8929688","",""
"2010's Mega Hits","Free","Neon Trees","Everybody Talks","","YES","no - explicit","17806810","",""
"2010's Mega Hits","Free","NF","Let You Down","","","yes","412536982","",""
"2010's Mega Hits","Free","Niall Horan","Slow Hands","","","yes","417673222","",""
"2010's Mega Hits","Free","Nick Jonas","Jealous","","","yes","89128471","",""
"2010's Mega Hits","Free","Nicki Minaj","Moment 4 Life","","YES","no - explicit","7653922","",""
"2010's Mega Hits","Free","Nicki Minaj","Only","","YES","no - explicit","91543334","",""
"2010's Mega Hits","Free","Nicki Minaj","Starships","","YES","no - explicit","16607977","",""
"2010's Mega Hits","Free","Nicki Minaj","Super Bass","","YES","no - explicit","10214849","",""
"2010's Mega Hits","Free","Nico & Vinz","Am I Wrong","","","yes","74126483","",""
"2010's Mega Hits","Free","Of Monsters and Men","Little Talks","","","yes","17615568","",""
"2010's Mega Hits","Free","Ofenbach","Be Mine","","","yes","136802580","",""
"2010's Mega Hits","Free","Offset","Ric Flair Drip (with Metro Boomin)","","YES","no - explicit","423097622","",""
"2010's Mega Hits","Free","Olly Alexander","King","","","yes","103051092","",""
"2010's Mega Hits","Free","Omarion","Post to Be (feat. Chris Brown & Jhene Aiko)","","YES","no - explicit","90465927","",""
"2010's Mega Hits","Free","OMI","Cheerleader (Felix Jaehn Remix Radio Edit)","","","yes","96529786","",""
"2010's Mega Hits","Free","One Direction","Story of My Life","","","yes","71836457","",""
"2010's Mega Hits","Free","One Direction","What Makes You Beautiful","","","yes","15565659","",""
"2010's Mega Hits","Free","OneRepublic","All The Right Moves","","","yes","4638779","",""
"2010's Mega Hits","Free","OneRepublic","Counting Stars","","","yes","65759979","",""
"2010's Mega Hits","Free","OneRepublic","Good Life","","YES","no - explicit","4638783","",""
"2010's Mega Hits","Free","OneRepublic","If I Lose Myself (Alesso vs OneRepublic)","","","yes","65724975","",""
"2010's Mega Hits","Free","OneRepublic","Secrets","","","yes","5425214","",""
"2010's Mega Hits","Free","Otto Knows","Million Voices (Radio Edit)","","","yes","651772792","",""
"2010's Mega Hits","Free","Owl City","Good Time","","","yes","38987411","",""
"2010's Mega Hits","Free","P!nk","Blow Me","","YES","no - explicit","60200371","",""
"2010's Mega Hits","Free","P!nk","F**kin' Perfect","","YES","no - explicit","15597832","",""
"2010's Mega Hits","Free","P!nk","Just Give Me a Reason (feat. Nate Ruess)","","","yes","60200391","",""
"2010's Mega Hits","Free","P!nk","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","","","yes","122946174","",""
"2010's Mega Hits","Free","P!nk","Raise Your Glass","","YES","no - explicit","15597831","",""
"2010's Mega Hits","Free","P!nk","Try","","","yes","60200381","",""
"2010's Mega Hits","Free","Panic! At The Disco","High Hopes","","","yes","516351532","",""
"2010's Mega Hits","Free","Paramore","Ain't It Fun","","","yes","65732144","",""
"2010's Mega Hits","Free","Parra For Cuva","Wicked Games (feat. Anna Naklab) (Radio Edit)","","","yes","452733402","",""
"2010's Mega Hits","Free","Passenger","Let Her Go","","","yes","66960113","",""
"2010's Mega Hits","Free","Pharrell Williams","Happy (From ""Despicable Me 2"")","","","yes","73616508","",""
"2010's Mega Hits","Free","Phillip Phillips","Gone, Gone, Gone","","","yes","62294641","",""
"2010's Mega Hits","Free","Phillip Phillips","Home","","","yes","40483211","",""
"2010's Mega Hits","Free","Pitbull","Feel This Moment (feat. Christina Aguilera)","","","yes","62083052","",""
"2010's Mega Hits","Free","Pitbull","Give Me Everything (feat. Nayer)","","","yes","10308117","",""
"2010's Mega Hits","Free","Pitbull","Hey Baby (Drop It to the Floor) (feat. T-Pain)","","","yes","12270342","",""
"2010's Mega Hits","Free","Pitbull","International Love (feat. Chris Brown)","","","yes","12270398","",""
"2010's Mega Hits","Free","Pitbull","Timber","","","yes","73188243","",""
"2010's Mega Hits","Free","Portugal. The Man","Feel It Still","","","yes","143171642","",""
"2010's Mega Hits","Free","Post Malone","Better Now","","YES","no - explicit","491446972","",""
"2010's Mega Hits","Free","Post Malone","Congratulations","","YES","no - explicit","137726987","",""
"2010's Mega Hits","Free","Post Malone","Goodbyes","","YES","no - explicit","706719772","",""
"2010's Mega Hits","Free","Post Malone","I Fall Apart","","YES","no - explicit","137724055","",""
"2010's Mega Hits","Free","Post Malone","Psycho","","","yes","492398662","",""
"2010's Mega Hits","Free","Post Malone","rockstar","","YES","no - explicit","491446942","",""
"2010's Mega Hits","Free","Post Malone","Sunflower (Spider-Man: Into the Spider-Verse)","","","yes","602456552","",""
"2010's Mega Hits","Free","Post Malone","White Iverson","","YES","no - explicit","137726975","",""
"2010's Mega Hits","Free","Post Malone","Wow.","","YES","no - explicit","607452332","",""
"2010's Mega Hits","Free","Psy","Gangnam Style (강남스타일)","","","yes","60726278","",""
"2010's Mega Hits","Free","R. City","Locked Away (feat. Adam Levine)","","","yes","102671422","",""
"2010's Mega Hits","Free","R3HAB","All Around The World (La La La)","","","yes","657782312","",""
"2010's Mega Hits","Free","Rachel Platten","Fight Song","","","yes","99689968","",""
"2010's Mega Hits","Free","Rae Sremmurd","Black Beatles","","YES","no - explicit","130105294","",""
"2010's Mega Hits","Free","Rae Sremmurd","No Type","","YES","no - explicit","92871300","",""
"2010's Mega Hits","Free","Regard","Ride It","","","yes","708907602","",""
"2010's Mega Hits","Free","Rihanna","Diamonds","","","yes","60978718","",""
"2010's Mega Hits","Free","Rihanna","Love On The Brain","","YES","no - explicit","118190312","",""
"2010's Mega Hits","Free","Rihanna","Needed Me","","YES","no - explicit","118190304","",""
"2010's Mega Hits","Free","Rihanna","Only Girl (In The World)","","","yes","7145717","",""
"2010's Mega Hits","Free","Rihanna","Rude Boy","","YES","no - explicit","4711056","",""
"2010's Mega Hits","Free","Rihanna","S&M","","YES","no - explicit","13529559","",""
"2010's Mega Hits","Free","Rihanna","Stay","","","yes","62376291","",""
