"Blinding Lights","The Weeknd",""
"Save Your Tears","The Weeknd",""
"Die For You","The Weeknd",""
"Popular","The Weeknd",""
"Watermelon Sugar","Harry Styles",""
"As It Was","Harry Styles",""
"Adore You","Harry Styles",""
"Late Night Talking","Harry Styles",""
"Music For a Sushi Restaurant","Harry Styles",""
"Levitating","Dua Lipa",""
"Don't Start Now","Dua Lipa",""
"Physical","Dua Lipa",""
"Houdini","Dua Lipa",""
"Dance The Night","Dua Lipa",""
"Illusion","Dua Lipa",""
"Training Season","Dua Lipa",""
"Anti-Hero","Taylor Swift",""
"Cruel Summer","Taylor Swift",""
"Cardigan","Taylor Swift",""
"Willow","Taylor Swift",""
"Karma","Taylor Swift",""
"Lavender Haze","Taylor Swift",""
"Fortnight","Taylor Swift",""
"I Can Do It With A Broken Heart","Taylor Swift",""
"Down Bad","Taylor Swift",""
"drivers license","Olivia Rodrigo",""
"good 4 u","Olivia Rodrigo",""
"vampire","Olivia Rodrigo",""
"brutal","Olivia Rodrigo",""
"deja vu","Olivia Rodrigo",""
"bad idea right?","Olivia Rodrigo",""
"get him back!","Olivia Rodrigo",""
"Espresso","Sabrina Carpenter",""
"Please Please Please","Sabrina Carpenter",""
"Feather","Sabrina Carpenter",""
"Nonsense","Sabrina Carpenter",""
"Taste","Sabrina Carpenter",""
"Bed Chem","Sabrina Carpenter",""
"Good Luck Babe","Chappell Roan",""
"Pink Pony Club","Chappell Roan",""
"HOT TO GO","Chappell Roan",""
"Casual","Chappell Roan",""
"Femininomenon","Chappell Roan",""
"Not Like Us","Kendrick Lamar",""
"Squabble Up","Kendrick Lamar",""
"Luther","Kendrick Lamar",""
"Everything I Wanted","Billie Eilish",""
"Happier Than Ever","Billie Eilish",""
"Birds of a Feather","Billie Eilish",""
"Lunch","Billie Eilish",""
"WILDFLOWER","Billie Eilish",""
"CHIHIRO","Billie Eilish",""
"Say So","Doja Cat",""
"Kiss Me More","Doja Cat",""
"Woman","Doja Cat",""
"Paint The Town Red","Doja Cat",""
"Agora Hills","Doja Cat",""
"Kill Bill","SZA",""
"Snooze","SZA",""
"Good Days","SZA",""
"Nobody Gets Me","SZA",""
"Saturn","SZA",""
"I Had Some Help","Post Malone",""
"Chemical","Post Malone",""
"MONTERO","Lil Nas X",""
"Industry Baby","Lil Nas X",""
"Peaches","Justin Bieber",""
"Stay","Justin Bieber",""
"Ghost","Justin Bieber",""
"Anyone","Justin Bieber",""
"Stay","The Kid LAROI",""
"Without You","The Kid LAROI",""
"Flowers","Miley Cyrus",""
"Used To Be Young","Miley Cyrus",""
"Easy On Me","Adele",""
"I Drink Wine","Adele",""
"To Be Loved","Adele",""
"Bad Habits","Ed Sheeran",""
"Shivers","Ed Sheeran",""
"Eyes Closed","Ed Sheeran",""
"Leave The Door Open","Silk Sonic",""
"Smokin Out The Window","Silk Sonic",""
"Skate","Silk Sonic",""
"Die With A Smile","Lady Gaga",""
"APT.","ROSÉ",""
"Last Night","Morgan Wallen",""
"You Proof","Morgan Wallen",""
"Something in the Orange","Zach Bryan",""
"TEXAS HOLD 'EM","Beyoncé",""
"16 CARRIAGES","Beyoncé",""
"CUFF IT","Beyoncé",""
"BREAK MY SOUL","Beyoncé",""
"360","Charli xcx",""
"Guess","Charli xcx",""
"Von dutch","Charli xcx",""
"Speed Drive","Charli xcx",""
"positions","Ariana Grande",""
"34+35","Ariana Grande",""
"we can't be friends","Ariana Grande",""
"yes, and?","Ariana Grande",""
"Beautiful Things","Benson Boone",""
"Lose Control","Teddy Swims",""
"greedy","Tate McRae",""
"exes","Tate McRae",""
"Un Verano Sin Ti","Bad Bunny",""
"Tití Me Preguntó","Bad Bunny",""
"DÁKITI","Bad Bunny",""
"MONACO","Bad Bunny",""
"BAILE INoLVIDABLE","Bad Bunny",""
"DtMF","Bad Bunny",""
"Watermelon Sugar","Harry Styles",""
"Golden","Harry Styles",""
"Rain On Me","Lady Gaga",""
"Shallow","Lady Gaga",""
"About Damn Time","Lizzo",""
"Truth Hurts","Lizzo",""
"Juice","Lizzo",""
"Sweater Weather","The Neighbourhood",""
"Heat Waves","Glass Animals",""
"Enemy","Imagine Dragons",""
"Bones","Imagine Dragons",""
"Believer","Imagine Dragons",""
"Sunflower","Post Malone",""
"Circles","Post Malone",""
"Butter","BTS",""
"Dynamite","BTS",""
"MILLION DOLLAR BABY","Tommy Richman",""
"A Bar Song (Tipsy)","Shaboozey",""
"I Remember Everything","Zach Bryan",""
"First Person Shooter","Drake",""
"Rich Baby Daddy","Drake",""
"Wait For U","Future",""
"Way 2 Sexy","Drake",""
