OriginalTitle,OriginalArtist,OriginalDeezerId,OriginalRank,AlternativeTitle,AlternativeArtist,AlternativeAlbum,AlternativeDeezerId,AlternativeRank,AlternativeDurationSec,AlternativeExplicit,DeezerTrackUrl,AlternativePreviewUrl,ConfidenceNote
"(thematic candidate)","","","","Come On Get Happy (The Partridge Family Theme)","David Cassidy","Come On Get Happy! The Very Best Of The Partridge Family","13188359","192994","65","false","https://www.deezer.com/us/track/13188359","https://cdnt-preview.dzcdn.net/api/1/1/1/2/f/0/12f7903f6909e01c1105681be21b0b17.mp3?hdnea=exp=1781745680~acl=/api/1/1/1/2/f/0/12f7903f6909e01c1105681be21b0b17.mp3*~data=user_id=0,application_id=42~hmac=4ba64977299c7e9d5eeaaeb992e66b3433691aec965d67b07259dc45687a8656","On 2 editorial lists"
"(thematic candidate)","","","","""Sanford & Son Theme"" - NBC-TV (The Streetbeater)","Quincy Jones","You've Got It Bad Girl","3051185","176457","185","false","https://www.deezer.com/us/track/3051185","https://cdnt-preview.dzcdn.net/api/1/1/4/3/e/0/43e5a567bc7f1884e04153b486220097.mp3?hdnea=exp=1781745682~acl=/api/1/1/4/3/e/0/43e5a567bc7f1884e04153b486220097.mp3*~data=user_id=0,application_id=42~hmac=e0aa2aa92dde5357cac9e6b316c3116c0f0042de1e2b7279fbc3488b2e438044","On 2 editorial lists"
"(thematic candidate)","","","","Dallas - Theme from the TV Series - Season 1","Dominik Hauser","Dallas - Theme from the TV Series (Jerrold Immel)","16992763","170672","73","false","https://www.deezer.com/us/track/16992763","https://cdnt-preview.dzcdn.net/api/1/1/a/d/5/0/ad59ed37ec1618c11d09675a82805a3a.mp3?hdnea=exp=1781745679~acl=/api/1/1/a/d/5/0/ad59ed37ec1618c11d09675a82805a3a.mp3*~data=user_id=0,application_id=42~hmac=70f8c9149c10a65eb8276697485b7ea3ec10bffff091dea2180794ae7046b990","On 2 editorial lists"
"(thematic candidate)","","","","""Cheers"" Theme (Full Length Record)","Gary Portnoy","""Cheers"" Theme: Official Original Versions","64301897","168929","151","false","https://www.deezer.com/us/track/64301897","https://cdnt-preview.dzcdn.net/api/1/1/2/2/b/0/22b3001ff2f924d346705c8861dc3c9c.mp3?hdnea=exp=1781745680~acl=/api/1/1/2/2/b/0/22b3001ff2f924d346705c8861dc3c9c.mp3*~data=user_id=0,application_id=42~hmac=84130cdb48490d214ab3f70de3088203bf8b7923a9fed21d55d259db473e0583","On 2 editorial lists"
"(thematic candidate)","","","","Full House","The Hollywood prime Time Orchestra","100 Ultimate TV Themes","86494227","122445","64","false","https://www.deezer.com/us/track/86494227","https://cdnt-preview.dzcdn.net/api/1/1/c/d/5/0/cd5a8f3f6295acb2c7c148e8e4b16343.mp3?hdnea=exp=1781745679~acl=/api/1/1/c/d/5/0/cd5a8f3f6295acb2c7c148e8e4b16343.mp3*~data=user_id=0,application_id=42~hmac=3106beaa69401670c4111fdd84a15b07ec300f12c2e2eddbb18d4315a382b23c","On 2 editorial lists"
"(thematic candidate)","","","","Hart to Hart","TV Themes","Greatest Crime TV Themes","119836776","78557","80","false","https://www.deezer.com/us/track/119836776","https://cdnt-preview.dzcdn.net/api/1/1/4/0/1/0/401f4f2948daf04696ea9816c0619bc3.mp3?hdnea=exp=1781745682~acl=/api/1/1/4/0/1/0/401f4f2948daf04696ea9816c0619bc3.mp3*~data=user_id=0,application_id=42~hmac=14c63b83216b1449047b87af429c14db18fd3e171a1381b1e540368a045b4d44","On 2 editorial lists"
"(thematic candidate)","","","","Simon & Simon - Theme from the TV Series","Dominik Hauser","Simon & Simon - Theme from the TV Series (Barry De Vorzon, Michael Towers)","17154076","41820","65","false","https://www.deezer.com/us/track/17154076","https://cdnt-preview.dzcdn.net/api/1/1/4/a/9/0/4a96887cbdb776952658334d529cd820.mp3?hdnea=exp=1781745679~acl=/api/1/1/4/a/9/0/4a96887cbdb776952658334d529cd820.mp3*~data=user_id=0,application_id=42~hmac=86a6f228da2c567b2225e0870c6e8e8a8647c46b3ec17fd5e8ff4ef5dbacba23","On 2 editorial lists"
"(thematic candidate)","","","","Who's the Boss","The New South Bay Orchestra","TV Generation, Vol. 3","62091168","35201","63","false","https://www.deezer.com/us/track/62091168","https://cdnt-preview.dzcdn.net/api/1/1/7/f/0/0/7f0932dd25bbeba6678078474da6ca53.mp3?hdnea=exp=1781745680~acl=/api/1/1/7/f/0/0/7f0932dd25bbeba6678078474da6ca53.mp3*~data=user_id=0,application_id=42~hmac=aa13d14fdd72d0efb9fe7e24207add0a2acc90317cb7e492f02b942297a97a73","On 2 editorial lists"
"(thematic candidate)","","","","The Jetsons","The TV Theme Players","Tv Theme Songs of the Past","4491577","35008","100","false","https://www.deezer.com/us/track/4491577","https://cdnt-preview.dzcdn.net/api/1/1/e/7/8/0/e7803145f83573e33bf0e85962cb9555.mp3?hdnea=exp=1781745680~acl=/api/1/1/e/7/8/0/e7803145f83573e33bf0e85962cb9555.mp3*~data=user_id=0,application_id=42~hmac=a75e6f3d202c828305ef7efbd33693161bbc29614aa7cfe64e99cb97edfe393b","On 2 editorial lists"
"(thematic candidate)","","","","Fantasy Island","TV Themes","Fantasy TV Themes","113317902","21334","62","false","https://www.deezer.com/us/track/113317902","https://cdnt-preview.dzcdn.net/api/1/1/e/f/6/0/ef6831ad5318569ed6b8715941c62831.mp3?hdnea=exp=1781745680~acl=/api/1/1/e/f/6/0/ef6831ad5318569ed6b8715941c62831.mp3*~data=user_id=0,application_id=42~hmac=8d4afc30bf6938fceedaef4f121ef10c3438c467669c96b5f20acd568e0c0405","On 2 editorial lists"
