OriginalTitle,OriginalArtist,OriginalDeezerId,OriginalRank,AlternativeTitle,AlternativeArtist,AlternativeAlbum,AlternativeDeezerId,AlternativeRank,AlternativeDurationSec,AlternativeExplicit,DeezerTrackUrl,AlternativePreviewUrl,ConfidenceNote
"(thematic candidate)","","","","Mr Saxobeat","Alexandra Stan","Saxobeats","17084765","39727","195","false","https://www.deezer.com/us/track/17084765","https://cdnt-preview.dzcdn.net/api/1/1/3/3/e/0/33ec6e1397c1c1d252f194e7579bee37.mp3?hdnea=exp=1781737750~acl=/api/1/1/3/3/e/0/33ec6e1397c1c1d252f194e7579bee37.mp3*~data=user_id=0,application_id=42~hmac=af9b7e18d5be0d6744e310b27e5afa610d0ff55ec37f7ed532cd442a6a815820","On 2 editorial lists"
"(thematic candidate)","","","","Bangarang (feat. Sirah)","Skrillex","Bangarang EP","15781392","699102","215","true","https://www.deezer.com/us/track/15781392","https://cdnt-preview.dzcdn.net/api/1/1/f/7/c/0/f7c4c40890cf027d6e0e02a2ba006329.mp3?hdnea=exp=1781737749~acl=/api/1/1/f/7/c/0/f7c4c40890cf027d6e0e02a2ba006329.mp3*~data=user_id=0,application_id=42~hmac=80732de9dd7fe703f33c5460d766e929b974a9b23ea4afb1ec73166f6f88f461","On 1 list: 10s Hits"
"(thematic candidate)","","","","The Day That Never Comes","Metallica","Death Magnetic","2114256","698741","475","false","https://www.deezer.com/us/track/2114256","https://cdnt-preview.dzcdn.net/api/1/1/4/b/e/0/4be1d8792fd2e565bb6f38cdcf2a89e5.mp3?hdnea=exp=1781737754~acl=/api/1/1/4/b/e/0/4be1d8792fd2e565bb6f38cdcf2a89e5.mp3*~data=user_id=0,application_id=42~hmac=c399671a0dc89f2d9614a1d43447555020da19a457d5054484c6f4c42bd17073","On 1 list: Modern Rock Essentials"
"(thematic candidate)","","","","Changes (Radio Mix)","Faul & Wad Ad","Changes","809619762","697789","202","false","https://www.deezer.com/us/track/809619762","https://cdnt-preview.dzcdn.net/api/1/1/4/d/1/0/4d11fdf8d64dbdc9c302be2205c62a01.mp3?hdnea=exp=1781737749~acl=/api/1/1/4/d/1/0/4d11fdf8d64dbdc9c302be2205c62a01.mp3*~data=user_id=0,application_id=42~hmac=4d2a95fed0a291d5c54047fa0d99c3cc5573b8c4596e9fa2c3f3f34f68da1098","On 1 list: 10s Hits"
"(thematic candidate)","","","","Wow.","Post Malone","Wow.","607452332","697786","150","true","https://www.deezer.com/us/track/607452332","https://cdnt-preview.dzcdn.net/api/1/1/2/e/0/0/2e0057d61f3849c681cd01b213ffcfae.mp3?hdnea=exp=1781737747~acl=/api/1/1/2/e/0/0/2e0057d61f3849c681cd01b213ffcfae.mp3*~data=user_id=0,application_id=42~hmac=b153c7e50ceecb7d361e7f5fd0ed380c48cfc557ad91a7bf34e9cd420bb8f611","On 1 list: 10s Hits"
"(thematic candidate)","","","","I Won't Give Up","Jason Mraz","Love Is a Four Letter Word","17827563","695136","240","false","https://www.deezer.com/us/track/17827563","https://cdnt-preview.dzcdn.net/api/1/1/e/a/c/0/eacaaa65ff55bc5ab69d3915bbd0c4c0.mp3?hdnea=exp=1781737747~acl=/api/1/1/e/a/c/0/eacaaa65ff55bc5ab69d3915bbd0c4c0.mp3*~data=user_id=0,application_id=42~hmac=d814059c97579dda5a74d1062a08a4a93bf3a8f8d62a1cbde2dabeb8cb571ef4","On 1 list: 10s Hits"
"(thematic candidate)","","","","Let You Down","NF","Perception","412536982","694352","212","false","https://www.deezer.com/us/track/412536982","https://cdnt-preview.dzcdn.net/api/1/1/8/a/5/0/8a5f6d8c51158eaeb5c0295c706ce047.mp3?hdnea=exp=1781737748~acl=/api/1/1/8/a/5/0/8a5f6d8c51158eaeb5c0295c706ce047.mp3*~data=user_id=0,application_id=42~hmac=96f24def505e1fd3ba7a3ac25aa6ef5e9a8d33950d4e82dc9de31a85248bc572","On 1 list: 10s Hits"
"(thematic candidate)","","","","Stay","Zedd","Stay","142808100","694338","210","false","https://www.deezer.com/us/track/142808100","https://cdnt-preview.dzcdn.net/api/1/1/c/7/8/0/c7880f07b75768ec51f3e8fc2868531d.mp3?hdnea=exp=1781737748~acl=/api/1/1/c/7/8/0/c7880f07b75768ec51f3e8fc2868531d.mp3*~data=user_id=0,application_id=42~hmac=4f3c6877caeaf44a98dcc5c3322b94794d548f56e1492d3a22c1ac6dad9caf71","On 1 list: 10s Hits"
"(thematic candidate)","","","","Best Thing I Never Had","Beyoncé","4","66190266","692882","253","false","https://www.deezer.com/us/track/66190266","https://cdnt-preview.dzcdn.net/api/1/1/1/6/0/0/160f7f5ee11a1cf565e20e33508bdaec.mp3?hdnea=exp=1781737752~acl=/api/1/1/1/6/0/0/160f7f5ee11a1cf565e20e33508bdaec.mp3*~data=user_id=0,application_id=42~hmac=53f09b601f293d59712727ecfdb659cc750531db4c2a0cb04532f33468cd0910","On 1 list: 10s Pop"
"(thematic candidate)","","","","Everybody Talks","Neon Trees","Picture Show","17806810","692314","180","true","https://www.deezer.com/us/track/17806810","https://cdnt-preview.dzcdn.net/api/1/1/d/4/7/0/d4715c243a3d84edcd4a59fa139266e2.mp3?hdnea=exp=1781737747~acl=/api/1/1/d/4/7/0/d4715c243a3d84edcd4a59fa139266e2.mp3*~data=user_id=0,application_id=42~hmac=4fd5667fc18fcd3819b08a9ce9172a03ed8ca76224b3d9fe12ca249f385b6dc1","On 1 list: 10s Hits"
